time	dummy	norm_ang_moment	cot	sub_cot	info
5000.01	Re_14000_t_5000.01.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 12.0), (47.0, 52.0), (20.0, 54.0)]
5000.02	Re_14000_t_5000.02.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.03	Re_14000_t_5000.03.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.04	Re_14000_t_5000.04.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.05	Re_14000_t_5000.05.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.06	Re_14000_t_5000.06.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.07	Re_14000_t_5000.07.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.08	Re_14000_t_5000.08.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.09	Re_14000_t_5000.09.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.10	Re_14000_t_5000.10.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.11	Re_14000_t_5000.11.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.12	Re_14000_t_5000.12.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.13	Re_14000_t_5000.13.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.14	Re_14000_t_5000.14.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (47.0, 52.0), (20.0, 54.0)]
5000.15	Re_14000_t_5000.15.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.16	Re_14000_t_5000.16.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.17	Re_14000_t_5000.17.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.18	Re_14000_t_5000.18.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.19	Re_14000_t_5000.19.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.20	Re_14000_t_5000.20.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.21	Re_14000_t_5000.21.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.22	Re_14000_t_5000.22.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.23	Re_14000_t_5000.23.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.24	Re_14000_t_5000.24.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.25	Re_14000_t_5000.25.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.26	Re_14000_t_5000.26.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.27	Re_14000_t_5000.27.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.28	Re_14000_t_5000.28.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(52.0, 13.0), (48.0, 51.0), (20.0, 54.0)]
5000.29	Re_14000_t_5000.29.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.30	Re_14000_t_5000.30.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.31	Re_14000_t_5000.31.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.32	Re_14000_t_5000.32.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.33	Re_14000_t_5000.33.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.34	Re_14000_t_5000.34.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.35	Re_14000_t_5000.35.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.36	Re_14000_t_5000.36.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.37	Re_14000_t_5000.37.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.38	Re_14000_t_5000.38.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.39	Re_14000_t_5000.39.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.40	Re_14000_t_5000.40.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.41	Re_14000_t_5000.41.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.42	Re_14000_t_5000.42.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.43	Re_14000_t_5000.43.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.44	Re_14000_t_5000.44.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.45	Re_14000_t_5000.45.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.46	Re_14000_t_5000.46.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.47	Re_14000_t_5000.47.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.48	Re_14000_t_5000.48.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.49	Re_14000_t_5000.49.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.50	Re_14000_t_5000.50.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.51	Re_14000_t_5000.51.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.52	Re_14000_t_5000.52.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.53	Re_14000_t_5000.53.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (48.0, 51.0), (20.0, 54.0)]
5000.54	Re_14000_t_5000.54.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.55	Re_14000_t_5000.55.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.56	Re_14000_t_5000.56.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.57	Re_14000_t_5000.57.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.58	Re_14000_t_5000.58.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.59	Re_14000_t_5000.59.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.60	Re_14000_t_5000.60.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.61	Re_14000_t_5000.61.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.62	Re_14000_t_5000.62.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.63	Re_14000_t_5000.63.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.64	Re_14000_t_5000.64.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.65	Re_14000_t_5000.65.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.66	Re_14000_t_5000.66.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.67	Re_14000_t_5000.67.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.68	Re_14000_t_5000.68.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.69	Re_14000_t_5000.69.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.70	Re_14000_t_5000.70.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.71	Re_14000_t_5000.71.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.72	Re_14000_t_5000.72.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.73	Re_14000_t_5000.73.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.74	Re_14000_t_5000.74.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.75	Re_14000_t_5000.75.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.76	Re_14000_t_5000.76.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.77	Re_14000_t_5000.77.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.78	Re_14000_t_5000.78.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.79	Re_14000_t_5000.79.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.80	Re_14000_t_5000.80.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.81	Re_14000_t_5000.81.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.82	Re_14000_t_5000.82.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.83	Re_14000_t_5000.83.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.84	Re_14000_t_5000.84.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.85	Re_14000_t_5000.85.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.86	Re_14000_t_5000.86.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.87	Re_14000_t_5000.87.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.88	Re_14000_t_5000.88.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (49.0, 50.0), (20.0, 54.0)]
5000.89	Re_14000_t_5000.89.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 50.0), (20.0, 54.0)]
5000.90	Re_14000_t_5000.90.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 50.0), (20.0, 54.0)]
5000.91	Re_14000_t_5000.91.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 50.0), (20.0, 54.0)]
5000.92	Re_14000_t_5000.92.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 50.0), (20.0, 54.0)]
5000.93	Re_14000_t_5000.93.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 50.0), (20.0, 54.0)]
5000.94	Re_14000_t_5000.94.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 50.0), (20.0, 54.0)]
5000.95	Re_14000_t_5000.95.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5000.96	Re_14000_t_5000.96.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5000.97	Re_14000_t_5000.97.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5000.98	Re_14000_t_5000.98.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5000.99	Re_14000_t_5000.99.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.00	Re_14000_t_5001.00.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.01	Re_14000_t_5001.01.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.02	Re_14000_t_5001.02.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.03	Re_14000_t_5001.03.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(51.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.04	Re_14000_t_5001.04.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.05	Re_14000_t_5001.05.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.06	Re_14000_t_5001.06.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.07	Re_14000_t_5001.07.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.08	Re_14000_t_5001.08.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.09	Re_14000_t_5001.09.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.10	Re_14000_t_5001.10.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.11	Re_14000_t_5001.11.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.12	Re_14000_t_5001.12.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.13	Re_14000_t_5001.13.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.14	Re_14000_t_5001.14.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.15	Re_14000_t_5001.15.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.16	Re_14000_t_5001.16.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.17	Re_14000_t_5001.17.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.18	Re_14000_t_5001.18.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.19	Re_14000_t_5001.19.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (50.0, 49.0), (20.0, 54.0)]
5001.20	Re_14000_t_5001.20.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.21	Re_14000_t_5001.21.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.22	Re_14000_t_5001.22.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.23	Re_14000_t_5001.23.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.24	Re_14000_t_5001.24.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.25	Re_14000_t_5001.25.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.26	Re_14000_t_5001.26.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.27	Re_14000_t_5001.27.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.28	Re_14000_t_5001.28.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.29	Re_14000_t_5001.29.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.30	Re_14000_t_5001.30.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.31	Re_14000_t_5001.31.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.32	Re_14000_t_5001.32.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.33	Re_14000_t_5001.33.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.34	Re_14000_t_5001.34.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.35	Re_14000_t_5001.35.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.36	Re_14000_t_5001.36.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 49.0), (20.0, 54.0)]
5001.37	Re_14000_t_5001.37.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.38	Re_14000_t_5001.38.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.39	Re_14000_t_5001.39.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.40	Re_14000_t_5001.40.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.41	Re_14000_t_5001.41.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.42	Re_14000_t_5001.42.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.43	Re_14000_t_5001.43.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.44	Re_14000_t_5001.44.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.45	Re_14000_t_5001.45.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(50.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.46	Re_14000_t_5001.46.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (51.0, 48.0), (20.0, 54.0)]
5001.47	Re_14000_t_5001.47.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.48	Re_14000_t_5001.48.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.49	Re_14000_t_5001.49.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.50	Re_14000_t_5001.50.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.51	Re_14000_t_5001.51.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.52	Re_14000_t_5001.52.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.53	Re_14000_t_5001.53.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.54	Re_14000_t_5001.54.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.55	Re_14000_t_5001.55.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.56	Re_14000_t_5001.56.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.57	Re_14000_t_5001.57.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.58	Re_14000_t_5001.58.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.59	Re_14000_t_5001.59.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.60	Re_14000_t_5001.60.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.61	Re_14000_t_5001.61.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.62	Re_14000_t_5001.62.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.63	Re_14000_t_5001.63.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.64	Re_14000_t_5001.64.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.65	Re_14000_t_5001.65.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.66	Re_14000_t_5001.66.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.67	Re_14000_t_5001.67.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.68	Re_14000_t_5001.68.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.69	Re_14000_t_5001.69.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 12.0), (52.0, 48.0), (20.0, 54.0)]
5001.70	Re_14000_t_5001.70.dat	0	B+{c+.c+.c+}	B+{c+.c+.c+}	[(49.0, 11.0), (52.0, 48.0), (20.0, 54.0)]
